Open,High,Low,Close,Volume,Dividends,Stock Splits
33.98,34.39,33.60,34.16,4078500,0.0,0
34.31950821751472,34.39858421598655,33.75015137553841,34.011104583740234,3457700,0.0,0
33.97947789005977,34.446033546807875,33.71061525707686,34.43021774291992,3644900,0.0,0
34.44603771662551,34.65954657012468,34.01111059844766,34.03483581542969,3663300,0.0,0
33.726436537518836,33.82923475464885,32.35049154140017,32.46910858154297,7474900,0.0,0
32.94356490645728,33.773874991539614,32.579810471705954,33.70270538330078,9825700,0.0,0
33.26777789190891,33.52873410058703,32.6746988902468,33.12543869018555,6042400,0.0,0
33.3310392579357,33.82131702757804,32.90402167636545,33.710609436035156,4686900,0.0,0
34.082281222194524,34.48557674067032,34.02692740853025,34.3036994934082,4733700,0.0,0
34.44602735934405,34.77815013166415,33.79759459919525,34.105995178222656,5163900,0.0,0
33.631535100892876,33.979476741555146,32.67470162218373,32.69051742553711,10753100,0.0,0
32.737968417645256,33.157076694420695,32.47701215859584,32.904029846191406,4588200,0.0,0
32.88030618451598,33.66316889373422,32.88030618451598,33.37849044799805,4365900,0.0,0
33.11753714816967,33.45756940025156,32.904028314312,33.39430618286133,2417500,0.0,0
33.56827523507507,33.86876946864058,33.45756762706569,33.78178405761719,2743700,0.0,0
33.92412657287453,34.548834281208684,33.86086335268271,34.54092788696289,3978300,0.0,0
34.79396601537961,34.97584320301878,34.20088704920836,34.25624084472656,3805700,0.0,0
34.28787340970497,34.88885878501646,34.28787340970497,34.72279739379883,3080100,0.0,0
35.06596479797787,35.201633522609406,34.579161729434055,34.93827819824219,4061400,0.4,0
35.05797998915143,35.99966964994506,34.95423369247737,35.951786041259766,5693900,0.0,0
35.871990283014036,35.88795148911808,35.54479316860307,35.60863494873047,3265800,0.0,0
35.544789501679396,35.72833878650716,34.87443413590961,34.96221923828125,3714500,0.0,0
35.08990274745112,35.23355053066191,34.90635347874583,35.0819206237793,3645400,0.0,0
35.081925130315724,35.56075215062335,34.962220658455266,35.36922073364258,3043700,0.0,0
35.5048835709921,35.84005968980197,35.209605891901774,35.52882385253906,4317900,0.0,0
35.35324612511027,35.99167886585039,34.95422528161176,35.887935638427734,3810500,0.0,0
35.848043425958295,35.98371214235489,35.297395568826026,35.36124038696289,3535100,0.0,0
35.3372881396748,35.40911201980778,34.627031460741776,34.826541900634766,3088100,0.0,0
34.6429979231962,35.45700100691362,34.59511431440523,35.30537414550781,4088500,0.0,0
35.919864173487326,36.007649268581154,35.249508863293265,35.74429702758789,4491100,0.0,0
35.68842825479333,36.27099837058018,35.48891781605998,35.95976257324219,4326200,0.0,0
35.9757268378785,36.09543128474168,35.273449181320245,35.67247009277344,3619700,0.0,0
35.78418715802428,36.63809146686289,35.760246883064006,36.2949333190918,6020600,0.0,0
36.0236078860606,36.63012138447269,35.94380492040597,36.111392974853516,3652400,0.0,0
35.99967114538067,36.247062189810954,35.760259180585294,36.167259216308594,3190700,0.0,0
35.95178479065493,36.207157939516854,35.49690117897662,35.680450439453125,2953500,0.0,0
35.44901857210669,35.90390524090713,35.44901857210669,35.81612014770508,4980600,0.0,0
35.672468054691336,35.8001546172897,35.28940836689625,35.568721771240234,3299400,0.0,0
35.80015361339797,36.05552673143364,35.60064317466462,35.95976257324219,2892400,0.0,0
35.83208033953794,35.911883306949264,35.48892209995071,35.680450439453125,3290800,0.0,0
35.68044284903408,36.07148461245333,35.425069754498516,35.94379806518555,3826400,0.0,0
36.00764874222936,36.05553235093192,35.65651141127511,35.856021881103516,2791800,0.0,0
35.792170708065214,36.09542742070648,35.47295583964756,35.57670211791992,2990500,0.0,0
35.592668595466016,35.60862979926186,34.41954903721042,34.48339080810547,4363100,0.0,0
34.26791229658912,34.427521258462654,33.85293021343302,34.3157958984375,6093300,0.0,0
34.323773217792635,34.96220903257223,34.27589266268547,34.61106872558594,3326900,0.0,0
34.54723181711737,34.69885867004023,34.196091460871564,34.2918586730957,2803000,0.0,0
34.17215584473971,34.22003945738828,33.71727217958775,33.76515579223633,4118800,0.0,0
33.83697406154899,34.39560089476686,33.74918897510393,34.251953125,4077700,0.0,0
34.32377926878133,34.71482112205679,34.196092692172876,34.658958435058594,2738100,0.0,0
34.65896173898164,34.906355836619824,34.46743033366685,34.674922943115234,3493400,0.0,0
34.33176273840522,34.387625427593825,33.99658355898533,34.02052688598633,4473000,0.0,0
33.94072113204251,34.16417493481172,33.79707334607954,33.964664459228516,3009700,0.0,0
33.77312699111377,34.38761951074506,33.72524338963901,34.01253890991211,2788900,0.0,0
34.124259167896085,34.33973077589047,33.75716074432962,34.004554748535156,3170700,0.0,0
34.315802564741254,34.53925332819986,33.76515473580897,33.98860549926758,2925600,0.0,0
33.99657622147779,34.42751948302615,33.98859714372507,34.41954040527344,3190700,0.0,0
34.339737694944745,34.842504881566676,34.315797415106324,34.72279739379883,3355500,0.0,0
34.7387626284526,35.39315673717584,34.22801630401379,35.026058197021484,3992200,0.0,0
35.018082077719654,35.46498362723688,34.71482528034118,35.45700454711914,3287500,0.0,0
35.57671073020634,35.76026000894418,35.19364792451442,35.7363166809082,4282300,0.0,0
35.76026100284826,35.887947593531635,35.42508179962412,35.871986389160156,3441700,0.0,0
35.78419546089426,35.87198054850004,35.512861119334566,35.67247009277344,2597900,0.0,0
35.68044510967681,35.824092864990234,35.45699439887265,35.824092864990234,2273500,0.0,0
36.16725940680022,36.67002666652037,36.06351310527008,36.566280364990234,3531700,0.0,0
36.64608655214485,38.066603357972284,36.59820598130827,37.98679733276367,7293800,0.0,0
