Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-10-08,16.55366763626237,17.022730214421642,16.523818288197734,16.856426239013672,4172200.0,0.0,0.0
2009-10-09,16.852163764956863,16.937448318882264,16.694388397528794,16.920391082763672,1784200.0,0.0,0.0
2009-10-12,16.613362128864228,16.813780523731726,16.47264404168805,16.51528549194336,3860400.0,0.0,0.0
2009-10-13,16.447063835466185,16.54940562850727,16.2978170817267,16.425743103027344,2563800.0,0.0,0.0
2009-10-14,16.523813056066523,16.630418301589533,16.353244012562925,16.562191009521484,2012400.0,0.0,0.0
2009-10-15,16.50249497359192,16.685856155372612,16.27649071077664,16.681591033935547,1390600.0,0.0,0.0
2009-10-16,17.683684210128032,18.182596135303665,17.419301946871787,17.53017234802246,9920600.0,0.0,0.0
2009-10-19,17.8371944576424,17.905421764994898,17.57707734002747,17.78175926208496,3303800.0,0.0,0.0
2009-10-20,17.909685335260555,17.994969876476215,17.679417561978475,17.871307373046875,2724400.0,0.0,0.0
2009-10-21,17.76043556266467,18.421387797081483,17.76043556266467,18.0461368560791,5475400.0,0.0,0.0
2009-10-22,18.178327844564823,18.35316039102829,17.96511734269879,18.2294979095459,2607400.0,0.0,0.0
2009-10-23,18.250823612945428,18.297730196418083,17.798818266756175,17.909687042236328,2060000.0,0.0,0.0
2009-10-26,17.948063034858887,18.365955491366968,17.692211041622855,17.76470184326172,2444600.0,0.0,0.0
2009-10-27,17.76470448747173,17.986443673726082,17.542965301217375,17.57707977294922,3077400.0,0.0,0.0
2009-10-28,17.56001832403855,17.760436730709372,17.048312757503414,17.06963348388672,3826200.0,0.0,0.0
2009-10-29,17.21461485678764,17.72632036851453,17.11227473044245,17.542959213256836,5018600.0,0.0,0.0
2009-10-30,18.83502061112428,19.376575643719544,18.12289810180664,18.12289810180664,20105200.0,0.0,0.0
2009-11-02,18.40006802875724,18.967207150743405,18.22523547215493,18.928829193115234,6843400.0,0.0,0.0
2009-11-03,18.711363977411473,19.06529275148979,18.604758670198933,19.04397201538086,5351000.0,0.0,0.0
2009-11-04,19.197476601673532,19.2742325237475,19.00985191808565,19.078079223632812,3579200.0,0.0,0.0
2009-11-05,19.107925483982267,19.717707640553623,19.05675379308093,19.687856674194336,7217200.0,0.0,0.0
2009-11-06,19.658010140152893,19.960770327862125,19.321138740308335,19.935184478759766,6401400.0,0.0,0.0
2009-11-09,20.097228432508807,20.22515444694005,19.943716564524305,20.101491928100586,4720200.0,0.0,0.0
2009-11-10,20.05884620383284,20.301906067612236,19.896805752424186,19.977825164794922,5184800.0,0.0,0.0
2009-11-11,20.067375805726208,20.225151143532784,19.683596198448306,19.841371536254883,4879000.0,0.0,0.0
2009-11-12,19.875485338116633,19.913863297562347,19.6622748137887,19.811521530151367,6684000.0,0.0,0.0
2009-11-13,19.854168595073656,19.95224526074509,19.67507087283242,19.884017944335938,3286600.0,0.0,0.0
2009-11-16,19.960767691074086,20.856251144690447,19.926653230110745,20.834930419921875,7162400.0,0.0,0.0
2009-11-17,20.753910145276162,20.933007818530598,20.698476584189844,20.898893356323242,4522200.0,0.0,0.0
2009-11-18,20.85625435986316,20.92021817069649,20.340285258254205,20.532175064086914,4372200.0,0.0,0.0
2009-11-19,20.412777261461287,20.44262660783061,19.982092673370044,20.301908493041992,2750800.0,0.0,0.0
2009-11-20,20.216629871522912,20.44263259643093,20.01621137861634,20.408519744873047,4162600.0,0.0,0.0
2009-11-23,20.643047064336137,20.992712264632612,20.481006577694405,20.591876983642578,3260600.0,0.0,0.0
2009-11-24,20.574815096341155,20.7411190409982,20.387190425104233,20.489530563354492,3531200.0,0.0,0.0
2009-11-25,21.008863722830814,21.078689544030915,20.838663387704237,21.043777465820312,2405400.0,0.55,0.0
2009-11-27,20.53753721420242,20.61172641138001,20.136037545166644,20.506988525390625,1599400.0,0.0,0.0
2009-11-30,20.563724375840728,20.563724375840728,20.25823577061445,20.437166213989258,3160000.0,0.0,0.0
2009-12-01,20.58118264636332,21.25762067653472,20.58118264636332,21.240163803100586,4140600.0,0.0,0.0
2009-12-02,21.209613272853517,21.61984143918527,21.144152500304937,21.602384567260742,4051800.0,0.0,0.0
2009-12-03,21.576196414436083,21.842407849457462,21.46709347646199,21.5281925201416,5322000.0,0.0,0.0
2009-12-04,21.720214911890437,21.820589423464913,21.292531558963987,21.301259994506836,7840000.0,0.0,0.0
2009-12-07,21.314351746076355,21.593655023423256,21.122331159095072,21.41472625732422,4384800.0,0.0,0.0
2009-12-08,21.327442816354704,21.327442816354704,20.755744460899162,20.877939224243164,6750800.0,0.0,0.0
2009-12-09,21.013229415165977,21.074326802485572,20.550632295093536,20.742652893066406,3302000.0,0.0,0.0
2009-12-10,20.768834203319233,21.117963252783817,20.768834203319233,21.035045623779297,4932600.0,0.0,0.0
2009-12-11,21.187791643242377,21.646023680523648,21.08305374803577,21.515100479125977,3528800.0,0.0,0.0
2009-12-14,21.71148753660683,22.01261108603533,21.646025099228098,21.942785263061523,3947400.0,0.0,0.0
2009-12-15,21.877324702350407,21.912236781785978,21.715851132526666,21.785676956176758,2567200.0,0.0,0.0
2009-12-16,21.899141971077842,22.069342288945595,21.59801845983326,21.61983871459961,2353600.0,0.0,0.0
2009-12-17,21.519463097797207,21.536918301840213,20.98704025218745,21.013225555419922,3092200.0,0.0,0.0
2009-12-18,21.10487657547287,21.10487657547287,20.550633346076403,20.72519874572754,3995600.0,0.0,0.0
2009-12-21,20.75574833085995,21.157246436581296,20.75574833085995,20.934677124023438,2784800.0,0.0,0.0
2009-12-22,20.882300426233133,21.10050628926495,20.82556810048547,20.97831153869629,2945800.0,0.0,0.0
2009-12-23,21.052501310744056,21.14414736893831,20.969582021615274,21.096141815185547,1582200.0,0.0,0.0
2009-12-24,21.135421560662476,21.38417612939353,21.135421560662476,21.292530059814453,382600.0,0.0,0.0
2009-12-28,21.327444548124642,21.558743937951256,21.327444548124642,21.510738372802734,2199200.0,0.0,0.0
2009-12-29,21.488914156625004,21.75076052675079,21.423451731704247,21.567466735839844,1600000.0,0.0,0.0
2009-12-30,21.497641609940374,21.563104036943326,21.36671842071314,21.458364486694336,1166000.0,0.0,0.0
2009-12-31,21.48891842654509,21.580564507821638,21.104875564575195,21.104875564575195,1148000.0,0.0,0.0
2010-01-04,21.24888857759624,21.336171264944753,21.048139562039808,21.183427810668945,3508400.0,0.0,0.0
2010-01-05,21.11796842384579,21.16161060620197,20.795024598305236,21.10051155090332,3246000.0,0.0,0.0
2010-01-06,21.218338792429538,21.336170164556197,21.01758978722651,21.165969848632812,4447200.0,0.0,0.0
2010-01-07,21.131060886059217,21.47146325962943,20.895399753315637,21.432186126708984,3864800.0,0.0,0.0
2010-01-08,21.327446033527163,21.545651952287805,21.187794378702673,21.519468307495117,2221600.0,0.0,0.0
2010-01-11,21.59365185875313,21.74639696070203,21.183425438368193,21.72457504272461,3271600.0,0.0,0.0
2010-01-12,21.641660470103908,22.003881385723922,21.536920909272055,21.628568649291992,3761000.0,0.0,0.0
2010-01-13,21.685302491614873,21.864231269203295,21.545650843974098,21.807498931884766,3205800.0,0.0,0.0
2010-01-14,21.79877300383859,21.894782482151015,21.56747358318881,21.776952743530273,3004000.0,0.0,0.0
2010-01-15,21.842410653924674,21.99515578556742,21.606747878095703,21.715850830078125,4555600.0,0.0,0.0
2010-01-19,21.72893666602282,22.025696724113775,21.56746315529974,21.816219329833984,3195800.0,0.0,0.0
2010-01-20,21.61548083670647,21.70712860077946,21.296900350033628,21.401639938354492,3143400.0,0.0,0.0
2010-01-21,22.933436912814248,23.465859775511827,22.81997059138918,23.361120223999023,17290600.0,0.0,0.0
2010-01-22,23.343667127350347,23.557507969863412,23.077455671962415,23.20401382446289,5699200.0,0.0,0.0
2010-01-25,23.396036075446364,23.4920472009381,23.10800436375,23.20401382446289,4302400.0,0.0,0.0
2010-01-26,23.186559905141806,23.55314589171721,23.064363466430713,23.36985206604004,4617800.0,0.0,0.0
2010-01-27,23.32184739821949,23.457135663693325,23.020723837392055,23.409130096435547,3802800.0,0.0,0.0
2010-01-28,23.20401589257973,23.45277216395925,23.03818059803204,23.14728355407715,5303000.0,0.0,0.0
2010-01-29,23.24766185719264,23.265118732547748,22.7414241253493,22.920352935791016,5374800.0,0.0,0.0
2010-02-01,23.059999390155976,23.540051700321662,22.889799055911396,23.478954315185547,5915800.0,0.0,0.0
2010-02-02,23.365482137909826,24.565614278001313,23.35675370439029,24.439054489135742,7339800.0,0.0,0.0
2010-02-03,24.255766100736746,24.840556253254487,24.13793472731372,24.68781280517578,5416200.0,0.0,0.0
2010-02-04,24.46960668042445,24.604894922195616,24.185938377116063,24.369232177734375,5238000.0,0.0,0.0
2010-02-05,24.27759009533991,24.30813878966153,23.657884443146365,24.177215576171875,4525400.0,0.0,0.0
2010-02-08,24.181577610569914,24.866743998830355,24.16412073913909,24.2950439453125,4760600.0,0.0,0.0
2010-02-09,24.491426560229158,24.70963243181119,24.24703704951564,24.548160552978516,5144200.0,0.0,0.0
2010-02-10,24.39978376440048,24.67472366558641,24.220854992309707,24.465246200561523,3846200.0,0.0,0.0
