Open,High,Low,Close,Volume,Dividends,Stock Splits
14.982978861769364,15.068839890907402,14.768323013535959,15.043082237243652,9049500,0.0,0
15.120352781972331,15.15469685316081,14.862764878437801,14.9314546585083,5489500,0.0,0
14.931455594459141,14.957214877735328,14.733972669089292,14.854179382324219,6717200,0.0,0
14.81125109028993,14.89711374298981,14.081420998881795,14.759734153747559,7128600,0.0,0
14.424866570683443,14.467798705757165,14.004141473121972,14.381936073303223,2785200,0.0,0
14.381937615890516,14.656696759058631,14.167281830578718,14.588006973266602,2542800,0.0,0
14.424865474546106,14.44203832727064,14.13293352900254,14.261728286743164,1206100,0.0,0
14.339005575923,14.493556349107898,14.210210808395336,14.381936073303223,1074800,0.0,0
14.424866642994113,14.71679861218485,14.424866642994113,14.613764762878418,3420800,0.0,0
14.656694960470006,14.802660942077637,14.570832329343139,14.802660942077637,1773800,0.0,0
14.768318218183156,14.79407586348326,14.519316728991342,14.751145362854004,1904600,0.0,0
14.751145362854006,14.81124871881241,14.6566962962373,14.751145362854004,1188800,0.0,0
14.751145876825472,14.897111876821873,14.682456090809147,14.819835662841797,665300,0.0,0
14.768318278492307,14.837008062395793,14.716799712294469,14.811248779296875,332000,0.0,0
14.85417973700312,14.862766164966871,14.759732304789223,14.819835662841797,573400,0.0,0
14.888523033666479,14.888523033666479,14.613763934172146,14.82841968536377,855900,0.0,0
14.811248446438125,14.940041583651043,14.802662018931452,14.922868728637695,521300,0.0,0
14.940041085728806,15.008730865799306,14.854178451217297,14.9314546585083,524300,0.0,0
14.982975006103516,15.017319081381917,14.819836144873342,14.982975006103516,990200,0.0,0
14.94004201560092,15.043077510966395,14.897111514519928,15.025904655456543,1258600,0.0,0
15.025904497345923,15.068834997975175,14.699628434560177,14.751145362854004,242900,0.0,0
14.845590742140029,14.888521232106257,14.768314550046245,14.87134838104248,507600,0.0,0
14.708213385813103,14.94004202221787,14.639523601436911,14.854179382324219,995700,0.0,0
14.897110938970195,14.965800720662136,14.691041593894372,14.725385665893555,682700,0.0,0
14.725384645881823,14.828420130129363,14.639522015291115,14.665281295776367,599500,0.0,0
14.665280661314716,14.665280661314716,14.536487539847341,14.55366039276123,462000,0.0,0
14.72538372762999,14.785487073987497,14.467797489614005,14.648107528686523,1619500,0.0,0
14.75114403325689,14.78548810312596,14.527901847180779,14.708211898803711,373600,0.0,0
14.648109456833177,14.940041438448413,14.570833247717758,14.897110939025879,743800,0.0,0
14.871348152027153,14.888521002826472,14.5965890900108,14.691038131713867,311800,0.0,0
14.639524979434373,14.819836703952888,14.51931825488456,14.785490989685059,400800,0.0,0
14.811247383797868,14.845593091360413,14.605178051503028,14.708211898803711,531000,0.0,0
14.725388437590054,14.854181597792929,14.613768135465932,14.759734153747559,291100,0.0,0
14.82841968536377,14.931453528827436,14.699626562187479,14.82841968536377,577100,0.0,0
14.888525448858122,14.905698304785624,14.656696806917896,14.819835662841797,344100,0.0,0
14.811247033952771,15.06024849481932,14.742557258143625,15.008729934692383,1976900,0.0,0
14.991558447974265,15.23197350406966,14.837007666584638,15.034490585327148,1702000,0.0,0
15.025902080389665,15.025902080389665,14.68245321751943,14.837005615234375,801000,0.0,0
14.83700353546448,14.90569329840997,14.29607021928724,14.433449745178223,1275600,0.0,0
14.399109427629702,14.691041405500183,14.3390060741317,14.545075416564941,381300,0.0,0
14.467798899591276,14.639522529106351,14.467798899591276,14.562246322631836,276200,0.0,0
14.536489366115186,14.656696076227586,14.210211670533528,14.24455738067627,508200,0.0,0
14.270315304507145,14.390522003173828,14.021313842762224,14.390522003173828,742500,0.0,0
14.347591904147665,14.656696759058631,14.124351328593827,14.588006973266602,611000,0.0,0
14.510728379041751,14.59659100661937,14.373348829994924,14.502141952514648,238800,0.0,0
14.527903615410287,14.596593401202314,14.476386685489684,14.588006973266602,109800,0.0,0
14.579420545330889,14.61376625707374,14.51073075953886,14.588006973266602,226400,0.0,0
14.613766642037035,14.665283573314722,14.44204135418645,14.459214210510254,237700,0.0,0
14.493556767502719,14.562246547910087,14.347590779425373,14.407695770263672,253500,0.0,0
14.424865051127707,14.476383607789064,14.167278818594234,14.235968589782715,228100,0.0,0
14.227383009218364,14.339004917591764,14.167279660568113,14.193038940429688,154200,0.0,0
14.107178551296297,14.175868337470913,13.557659443052529,13.660694122314453,518200,0.0,0
13.703624093975002,13.703624093975002,13.145519431551692,13.420278549194336,651300,0.0,0
13.39452093554094,13.746556282043457,13.282899832212639,13.746556282043457,571100,0.0,0
13.712211138984152,14.03848801531018,13.609176465225426,13.995555877685547,422000,0.0,0
13.995554832461739,14.04707339376376,13.789485500334072,13.858175277709961,268300,0.0,0
13.866761770300174,13.935451548001545,13.755141495670504,13.918278694152832,228400,0.0,0
13.866762994207159,13.909695132618213,13.669280070597186,13.746556282043457,1042900,0.0,0
13.720796679487291,13.849589816334058,13.506140905511481,13.566245079040527,286000,0.0,0
13.52331411867594,13.574831866087303,13.24855498274017,13.360176086425781,491600,0.0,0
13.411691613165678,13.437450074755612,13.188449429128308,13.257139205932617,907300,0.0,0
13.214208388494349,13.308656624593747,13.119759333548242,13.248553276062012,669500,0.0,0
13.265725350317437,13.300070237988388,13.179863540563414,13.231380462646484,691600,0.0,0
13.29148333130241,13.669277900884557,13.2828977238298,13.626346588134766,1190900,0.0,0
13.686450819798708,14.029900525161738,13.58341615384382,13.952624320983887,1171500,0.0,0
13.952625223258263,14.150108141064075,12.870759932500855,13.428865432739258,4292800,0.0,0
13.059657667360922,13.385934550708054,13.059657667360922,13.360176086425781,2002900,0.0,0
13.360175989054202,13.574831767151272,13.1884507114991,13.514727592468262,2296600,0.0,0
13.463208754485484,13.609174728393555,13.274311467278562,13.609174728393555,968600,0.0,0
13.523312608751008,13.69503704953723,13.317243279807538,13.506139755249023,1582200,0.0,0
13.428865432739258,13.52331367792724,12.41568992372707,13.428865432739258,2822600,0.0,0
13.437452202415914,13.54048770278355,13.1970379455341,13.317245483398438,267200,0.0,0
13.257139257811545,13.609175388869659,13.2142087612759,13.411691665649414,463000,0.0,0
13.351590141213002,13.729383966777315,13.214210568280524,13.720797538757324,864700,0.0,0
13.643520402194094,14.124349664950422,13.58341623257034,13.918278694152832,4901000,0.0,0
13.995554151922885,14.064243925958708,13.583415507707942,13.763727188110352,1016500,0.0,0
14.175866964772638,14.175866964772638,13.669279226654359,13.789485931396484,963800,0.0,0
13.90969462921321,13.90969462921321,13.65210672115011,13.755142211914062,1609800,0.0,0
13.823832034777865,13.841004889572446,13.669279617013785,13.737969398498535,604900,0.0,0
13.746555825895825,13.780899897791414,13.454623845162246,13.737969398498535,1069900,0.0,0
13.660692671439154,13.780899375054393,13.617761354927959,13.669279098510742,1009400,0.0,0
13.608410414730793,13.764929142354818,13.347546974376957,13.738842964172363,479300,0.2,0
13.81710044984679,14.043182012138214,13.791013445945651,13.904054641723633,835400,0.0,0
13.938837699710088,14.304047471797269,13.938837699710088,14.225788116455078,2727100,0.0,0
14.182311124662636,14.364916857343154,14.034488068122897,14.173615455627441,543200,0.0,0
14.060575209440003,14.251874954452433,13.85188412619118,13.912752151489258,1126900,0.0,0
13.912752490588959,14.147530586914689,13.886666311863213,14.0518798828125,829700,0.0,0
14.034486704856352,14.086660713999496,13.912750667247257,14.043182373046875,326400,0.0,0
14.164920806884766,14.269265513547015,14.008402088362184,14.164920806884766,593000,0.0,0
14.191005772779734,14.347524487094523,14.043182726874564,14.182310104370117,520500,0.0,0
14.164921686172702,14.373612770980914,13.964924612018352,13.991011619567871,644400,0.0,0
14.008403778076174,14.138835506401453,13.89536173060603,14.008403778076172,320100,0.0,0
13.973619610450912,14.121442662410542,13.591019306667802,13.877969741821289,735700,0.0,0
13.825796624632071,13.912751654176521,13.608409880035563,13.869274139404297,889700,0.0,0
13.825797665036593,13.912752701124493,13.495370518137806,13.782320976257324,1631100,0.0,0
13.773624639199877,13.87797017988901,13.62580158257411,13.669279098510742,646400,0.0,0
13.738843423696437,13.843188969180956,13.634497878211919,13.695365905761719,776400,0.0,0
13.695365685421788,13.808406898527505,13.156246627793134,13.37363338470459,994600,0.0,0
