Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-10-08,27.186330901004467,27.295753257414212,26.360694141521396,26.460168838500977,6906700,0.0,0
2009-10-09,26.688958886705965,27.345489220023268,26.24132370611598,26.261219024658203,3361300,0.0,0
2009-10-12,27.146540906180498,27.753332924804585,25.962796051199884,26.11200714111328,7177000,0.0,0
2009-10-13,26.529798861489148,27.116697449101743,26.400483091806574,27.04706573486328,3296000,0.0,0
2009-10-14,27.106749598512994,28.091545044321627,26.858063822379847,27.842859268188477,3222400,0.0,0
2009-10-15,28.131337508077213,28.648602514097675,27.60412294536406,28.161178588867188,3181300,0.0,0
2009-10-16,28.30044313430088,28.44965422605989,27.40517278910289,28.419811248779297,3974100,0.0,0
2009-10-19,28.37007478230596,28.738128681270283,27.355436325073246,27.355436325073242,1892100,0.0,0
2009-10-20,27.35543524017673,27.95228147942678,27.206224154694688,27.912490844726562,3387000,0.0,0
2009-10-21,27.852807998657227,28.200968478104834,27.71354456580697,27.852807998657227,1079000,0.0,0
2009-10-22,27.61406954274008,28.330283913985312,27.176382033873686,27.743385314941406,1172500,0.0,0
2009-10-23,27.852807550545577,28.240756762856584,27.365383646089665,28.220863342285156,2385700,0.0,0
2009-10-26,27.683702055523906,28.449654743766235,27.61407033792406,28.300443649291992,834400,0.0,0
2009-10-27,28.38997100420872,29.09623774473384,27.78317706290199,28.40986442565918,1578700,0.0,0
2009-10-28,28.061702386711655,28.399915197877945,27.415119740889722,27.544437408447266,1153500,0.0,0
2009-10-29,27.73343765595331,27.85280766648849,27.604121883751986,27.743385314941406,563500,0.0,0
2009-10-30,27.852808037148446,27.9224397536698,27.156487077290944,27.285804748535156,819600,0.0,0
2009-11-02,27.23606575666143,27.50464685408226,26.460167338319383,27.226119995117188,978000,0.0,0
2009-11-03,27.285804888876566,27.345488946584425,26.70885393817532,27.21617317199707,696500,0.0,0
2009-11-04,27.186331266232557,27.335542365045452,26.808329689418418,26.818275451660156,461200,0.0,0
2009-11-05,26.877957763164602,27.454908658349755,26.82821947209238,27.156484603881836,470400,0.0,0
2009-11-06,27.007275001204746,27.196276722964168,26.80832751800917,26.957538604736328,310800,0.0,0
2009-11-09,27.1067495763964,27.54443707328376,26.907800196723446,27.435014724731445,615600,0.0,0
2009-11-10,27.10674967389991,28.111440439950606,27.10674967389991,27.5245418548584,287300,0.0,0
2009-11-11,27.78317625233926,28.966921122258714,27.484752171424404,28.827655792236328,1174600,0.0,0
2009-11-12,28.62870927401808,29.842295265096055,28.280548783127553,28.748077392578125,1211600,0.0,0
2009-11-13,28.62870927401808,28.927131467740228,28.36012816127493,28.748077392578125,414900,0.0,0
2009-11-16,28.598864770570422,28.857498210087257,28.10149320934311,28.698339462280273,1424300,0.0,0
2009-11-17,28.399917112078388,28.807761665270313,27.255962831239533,27.703598022460938,2496000,0.0,0
2009-11-18,28.24075731899479,28.84755124543842,28.011966850681343,28.35017967224121,730900,0.0,0
2009-11-19,28.65854999143285,28.738129368570675,27.79312450222425,28.389970779418945,1223600,0.0,0
