Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-10-08,9.130344391628885,9.408661134181388,9.0375714068231,9.339081764221191,3106000,0.0,0.0
2009-10-09,9.292695760849607,9.354543924208985,9.207653983264267,9.323619842529297,1307400,0.0,0.0
2009-10-12,9.393198986995428,9.516896057766633,9.10715103149414,9.10715103149414,2443700,0.0,0.0
2009-10-13,9.19992448892391,9.19992448892391,8.998918289280052,9.029842376708984,2644000,0.0,0.0
2009-10-14,9.100324799177333,9.31960952713051,9.061166625322826,9.296114921569824,3007200,0.15,0.0
2009-10-15,9.194304369119621,9.484073673267199,9.170809762534702,9.225630760192871,2906800,0.0,0.0
2009-10-16,9.15514551434693,9.49190475356059,9.15514551434693,9.390093803405762,2999600,0.0,0.0
2009-10-19,9.39009645711485,9.585886628848924,9.35093827339199,9.452749252319336,2552800,0.0,0.0
2009-10-20,9.499736420207393,9.562389196932388,9.288282738600529,9.366599082946777,2615800,0.0,0.0
2009-10-21,9.36660258522789,9.507571759009137,9.022012184394082,9.061169624328613,2506700,0.0,0.0
2009-10-22,9.076832263408201,9.37443340693243,8.990684111907902,9.288285255432129,2304400,0.0,0.0
2009-10-23,9.34310505504867,9.382262482758566,9.076830364093041,9.178641319274902,3083300,0.0,0.0
2009-10-26,9.202137718009412,9.31961151778511,8.920200150419614,9.037673950195312,4576400,0.0,0.0
2009-10-27,9.053334328572728,9.061165364750154,8.481626862343925,8.559943199157715,5950000,0.0,0.0
2009-10-28,8.552116332455293,8.60693735161194,8.14487234191915,8.184030532836914,5205600,0.0,0.0
2009-10-29,8.207523361918334,8.583440867261881,8.160534140550519,8.3798189163208,3539300,0.0,0.0
2009-10-30,8.403314487076834,8.458136247442903,8.184029686253433,8.207524299621582,4790400,0.0,0.0
2009-11-02,8.168362895945638,8.301500218560893,7.823771914983827,7.9725728034973145,5946900,0.0,0.0
2009-11-03,7.9490788209623675,8.129206125353232,7.7767840477468315,8.113542556762695,3388600,0.0,0.0
2009-11-04,8.168365903207894,8.309334313791208,8.1057131103086,8.152702331542969,2259200,0.0,0.0
2009-11-05,8.144870545710505,8.262345092556838,7.902091159945785,8.152702331542969,1952100,0.0,0.0
2009-11-06,8.113542418337685,8.348490715026855,8.043058601522976,8.348490715026855,2120800,0.0,0.0
2009-11-09,8.395483649458992,8.606936668626918,8.38765186252084,8.544283866882324,1736900,0.0,0.0
2009-11-10,8.450302263142047,8.630429577135452,8.371985909774464,8.59127140045166,2915100,0.0,0.0
2009-11-11,8.614767074584961,8.755736229352557,8.512956101350607,8.614767074584961,1683300,0.0,0.0
2009-11-12,8.66175365706084,8.68524825804776,8.42680540655194,8.458131790161133,1828100,0.0,0.0
2009-11-13,8.520789253351808,8.552115654225588,8.332830848109122,8.489462852478027,1931400,0.0,0.0
2009-11-16,8.552114091490408,8.787062428551607,8.552114091490408,8.732240676879883,2040900,0.0,0.0
2009-11-17,8.708747766459497,8.755737741792332,8.450304769329698,8.567778587341309,2057300,0.0,0.0
2009-11-18,8.544282817101132,8.70091480221825,8.426809014983348,8.693083763122559,2485800,0.0,0.0
2009-11-19,8.716578339547729,8.716578339547729,8.293671607971191,8.293671607971191,3465800,0.0,0.0
2009-11-20,7.7689575355317615,8.481633958668068,7.68281009046361,8.121379852294922,4358700,0.0,0.0
2009-11-23,8.199688945320878,8.223183546326869,7.878593326346041,7.949077129364014,3790200,0.0,0.0
2009-11-24,7.894261066221644,7.956913872550358,7.635818053395607,7.651481628417969,4251300,0.0,0.0
2009-11-25,7.6749767768457335,7.988240830235186,7.659313200736053,7.95691442489624,2225700,0.0,0.0
2009-11-27,7.776786860600702,8.011734499398523,7.753291499216657,7.784617900848389,884600,0.0,0.0
2009-11-30,7.831606335291799,7.831606335291799,7.416531408647784,7.432194232940674,3936700,0.0,0.0
2009-12-01,7.573162692003732,7.721962870111552,7.4321935518846605,7.714131832122803,3195400,0.0,0.0
2009-12-02,7.721962145576384,7.87859484073667,7.6984675400543585,7.761120319366455,2752700,0.0,0.0
2009-12-03,7.729795497525426,7.792448289545232,7.604489913485815,7.627984523773193,2524800,0.0,0.0
2009-12-04,7.745461048802084,8.003904068664928,7.6828082407674785,7.6984710693359375,2517700,0.0,0.0
2009-12-07,7.7376243776912785,7.902088081705523,7.674971609198225,7.729792594909668,1293600,0.0,0.0
2009-12-08,7.667141731789061,7.690636339092657,7.502677986903694,7.57316255569458,2014500,0.0,0.0
2009-12-09,7.5966583192314445,7.604490105151363,7.408699938434676,7.455689907073975,2246100,0.0,0.0
2009-12-10,7.4713512371893005,7.667141364732919,7.455688415363444,7.596656799316406,2053400,0.0,0.0
2009-12-11,7.604488372802735,7.753288536982542,7.5888248045311535,7.604488372802734,1973000,0.0,0.0
